strain,husb,husb_group,animal_type,sample_type,genus,CRE,ESBL,MAR,MAR_profile,AUG,AMP,AZI,FAZ,FEP,FOT,FOX,POD,TAZ,AXO,CEP,CHL,CIP,GEN,IMP,MEM,NAL,TZP,STR,SUL,FTC,CCV,TET,SXT
Res13-Fini-PEA23-13,AF3,AF3-4,finisher,feces,Escherichia coli,No,Yes,8,AmpFazFotPodTazAxoCepSxt,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Res13-Fini-PEA24-10,AF3,AF3-4,finisher,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Fini-PEA25-34,AF3,AF3-4,finisher,feces,Escherichia coli,No,Yes,11,AmpFazFotPodTazAxoCepStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Fini-PEA26-10,AF3,AF3-4,finisher,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Fini-PEA27-13,AF3,AF3-4,finisher,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Fini-PEA28-13,AF3,AF3-4,finisher,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEC05-17,CV,CV-1,suckler,feces,Enterobacter cloacae,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Res13-Fini-PEC01-29,CV,CV-1,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC02-13,CV,CV-1,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC03-13,CV,CV-1,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC05-10,CV,CV-1,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC06-02,CV,CV-1,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC04-11,CV,CV-1,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC07-13,CV,CV-1,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC01-30,CV,CV-1,finisher,feces,Escherichia coli,No,No,15,AugAmpFazFotFoxPodTazAxoCepChlTzpStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC01-21,CV,CV-1,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC02-21,CV,CV-1,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC02-39,CV,CV-1,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC03-21,CV,CV-1,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC04-25,CV,CV-1,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC05-01,CV,CV-1,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC06-47,CV,CV-1,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC07-05,CV,CV-1,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Croi-PEC01-35,CV,CV-1,grower,feces,Escherichia coli,No,No,15,AugAmpFazFotFoxPodTazAxoCepChlTzpStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Croi-PEC02-03,CV,CV-1,grower,feces,Escherichia coli,No,Yes,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Croi-PEC03-01,CV,CV-1,grower,feces,Escherichia coli,No,Yes,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
Res13-Croi-PEC04-35,CV,CV-1,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Croi-PEC04-13,CV,CV-1,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Croi-PEC05-23,CV,CV-1,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Croi-PEC06-22,CV,CV-1,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Lact-EC02-01,CV,CV-1,sow,feces,Citrobacter freundii,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Res13-Lact-EC05-01,CV,CV-1,sow,feces,Citrobacter freundii,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Res13-Lact-EC07-17,CV,CV-1,sow,feces,Escherichia coli,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Res13-Lact-PEC05-10,CV,CV-1,suckler,feces,Enterobacter cloacae,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Res13-Lact-PEC05-16,CV,CV-1,suckler,feces,Enterobacter cloacae,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Res13-Lact-PEC03-03,CV,CV-1,suckler,feces,Citrobacter freundii,No,No,13,AugAmpFazFotFoxPodTazAxoCepStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Lact-PEC07-11,CV,CV-1,suckler,feces,Escherichia coli,No,No,11,AugAmpFazFotFoxPodTazAxoCepStrTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Res13-Fini-PEC11-01,CV,CV-2,finisher,feces,Escherichia coli,No,No,13,AugAmpFazFotFoxPodTazAxoCepChlTzpTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC11-11,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC11-04-A,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC12-04,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC10-29,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC13-17,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC10-33,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC13-11,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC15-13,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Fini-PEC12-33,CV,CV-2,finisher,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Fini-PEC15-05,CV,CV-2,finisher,feces,Escherichia coli,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Res13-Fini-PEC10-36,CV,CV-2,finisher,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Croi-PEC11-19,CV,CV-2,grower,feces,Escherichia coli,No,Yes,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Croi-PEC11-26,CV,CV-2,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Croi-PEC11-11,CV,CV-2,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Croi-PEC13-11,CV,CV-2,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Croi-PEC13-17,CV,CV-2,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Croi-PEC15-04,CV,CV-2,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Croi-PEC15-20,CV,CV-2,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Croi-PEC15-19,CV,CV-2,grower,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepChlStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Lact-EC08-33,CV,CV-2,sow,feces,Escherichia coli,No,No,11,AugAmpFazFotFoxPodTazAxoCepStrTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Res13-Lact-EC09-12,CV,CV-2,sow,feces,Escherichia coli,No,No,15,AugAmpFazFotFoxPodTazAxoCepChlTzpStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Lact-EC10-12,CV,CV-2,sow,feces,Escherichia coli,No,No,13,AugAmpFazFotFoxPodTazAxoCepStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1
Res13-Lact-EC11-13,CV,CV-2,sow,feces,Escherichia coli,No,No,13,AugAmpFazFotFoxPodTazAxoCepStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Lact-EC12-13,CV,CV-2,sow,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
Res13-Lact-EC13-32,CV,CV-2,sow,feces,Escherichia coli,No,No,13,AugAmpFazFotFoxPodTazAxoCepStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Lact-PEC08-09,CV,CV-2,suckler,feces,Escherichia coli,No,No,13,AugAmpFazFotFoxPodTazAxoCepChlSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1
Res13-Lact-PEC08-04,CV,CV-2,suckler,feces,Escherichia coli,No,No,13,AugAmpFazFotFoxPodTazAxoCepChlStrSulTet,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0
Res13-Lact-PEC10-02,CV,CV-2,suckler,feces,Escherichia coli,No,No,13,AugAmpFazFotFoxPodTazAxoCepStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Lact-PEC11-32,CV,CV-2,suckler,feces,Escherichia coli,No,No,14,AugAmpFazFotFoxPodTazAxoCepTzpStrSulTetSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1
Res13-Lact-PEC12-28,CV,CV-2,suckler,feces,Escherichia coli,No,No,11,AugAmpFazFotFoxPodTazAxoCepChlTet,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
Res13-Lact-PEC12-21,CV,CV-2,suckler,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepChlStrTet,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Res13-Lact-PEC13-07,CV,CV-2,suckler,feces,Escherichia coli,No,No,11,AmpFazFotFoxPodTazAxoCepChlSulTet,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
Res13-Sevr-PEC09-47,CV,CV-2,weaner,feces,Enterobacter cloacae,No,No,11,AugAmpFazFotFoxPodTazAxoCepTzpTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Res13-Sevr-PEC09-36,CV,CV-2,weaner,feces,Enterobacter cloacae,No,No,11,AugAmpFazFotFoxPodTazAxoCepTzpTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Res13-Fini-AlimEC1-01,CV,CV-1,finisher,feed,Stenotrophomonas maltophilia,No,No,6,AugFazCepGenImpStr,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
Res13-Fini-AlimEC1-12,CV,CV-1,finisher,feed,Salmonella enterica arizonae,No,No,6,AugAmpFazPodTazCep,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Res13-Fini-AlimEC2-02,CV,CV-2,finisher,feed,Escherichia coli,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Res13-Sevr-AlimEC2-20,CV,CV-2,weaner,feed,Pseudomonas fluorescens/putida,No,No,5,AugFazTazCepChl,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Res13-Sevr-AlimEC2-17,CV,CV-2,weaner,feed,Pseudomonas luteola,No,No,8,AugFazCepChlNalStrSulSxt,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1
